device_0,device_1,device_2,device_3,device_4,device_5,device_6,device_7,device_8,device_9,class
-50.0,-58.0,-48.0,-62.0,-52.0,-70.0,-64.0,-76.0,-66.0,-64.0,15
-50.0,-58.0,-48.0,-62.0,-52.0,-70.0,-62.0,-76.0,-66.0,-64.0,15
-48.0,-58.0,-46.0,-62.0,-52.0,-70.0,-64.0,-76.0,-66.0,-64.0,15
-50.0,-58.0,-46.0,-62.0,-52.0,-70.0,-64.0,-76.0,-66.0,-66.0,15
-50.0,-58.0,-48.0,-62.0,-52.0,-70.0,-64.0,-76.0,-66.0,-64.0,15
-50.0,-58.0,-48.0,-62.0,-52.0,-70.0,-64.0,-76.0,-66.0,-64.0,15
-48.0,-58.0,-48.0,-62.0,-52.0,-70.0,-64.0,-76.0,-66.0,-66.0,15
-54.0,-70.0,-52.0,-68.0,-48.0,-64.0,-60.0,-70.0,-68.0,-68.0,16
-54.0,-66.0,-52.0,-68.0,-50.0,-64.0,-60.0,-70.0,-68.0,-68.0,16
-54.0,-68.0,-52.0,-68.0,-48.0,-62.0,-60.0,-74.0,-68.0,-68.0,16
-52.0,-70.0,-52.0,-68.0,-50.0,-62.0,-58.0,-72.0,-68.0,-68.0,16
-54.0,-66.0,-50.0,-68.0,-48.0,-62.0,-60.0,-74.0,-68.0,-68.0,16
-54.0,-70.0,-52.0,-68.0,-50.0,-62.0,-60.0,-72.0,-68.0,-68.0,16
-54.0,-70.0,-50.0,-68.0,-50.0,-64.0,-60.0,-72.0,-68.0,-68.0,16
-54.0,-70.0,-52.0,-68.0,-50.0,-62.0,-60.0,-74.0,-68.0,-68.0,16
-54.0,-68.0,-50.0,-66.0,-48.0,-64.0,-60.0,-74.0,-68.0,-68.0,16
-54.0,-70.0,-52.0,-66.0,-50.0,-64.0,-60.0,-74.0,-68.0,-68.0,16
-54.0,-70.0,-52.0,-68.0,-50.0,-62.0,-60.0,-72.0,-68.0,-68.0,16
-54.0,-70.0,-52.0,-68.0,-48.0,-62.0,-60.0,-70.0,-68.0,-68.0,16
-54.0,-70.0,-52.0,-68.0,-48.0,-62.0,-60.0,-72.0,-68.0,-68.0,16
-54.0,-70.0,-52.0,-68.0,-50.0,-64.0,-60.0,-70.0,-68.0,-70.0,16
-54.0,-70.0,-52.0,-68.0,-50.0,-64.0,-58.0,-70.0,-68.0,-68.0,16
-54.0,-70.0,-52.0,-68.0,-50.0,-64.0,-60.0,-72.0,-68.0,-68.0,16
-52.0,-70.0,-50.0,-68.0,-48.0,-64.0,-60.0,-70.0,-68.0,-68.0,16
-54.0,-70.0,-52.0,-66.0,-48.0,-62.0,-58.0,-74.0,-68.0,-68.0,16
-54.0,-70.0,-52.0,-66.0,-50.0,-64.0,-60.0,-72.0,-68.0,-68.0,16
-54.0,-70.0,-52.0,-68.0,-50.0,-64.0,-60.0,-72.0,-68.0,-68.0,16
-54.0,-68.0,-52.0,-68.0,-50.0,-64.0,-60.0,-72.0,-68.0,-68.0,16
-54.0,-70.0,-50.0,-66.0,-48.0,-62.0,-60.0,-74.0,-68.0,-68.0,16
-54.0,-70.0,-52.0,-66.0,-48.0,-62.0,-60.0,-74.0,-68.0,-66.0,16
-54.0,-70.0,-52.0,-68.0,-48.0,-62.0,-60.0,-72.0,-68.0,-68.0,16
-54.0,-70.0,-52.0,-68.0,-50.0,-62.0,-60.0,-70.0,-68.0,-68.0,16
-54.0,-70.0,-52.0,-66.0,-50.0,-64.0,-60.0,-72.0,-68.0,-68.0,16
-54.0,-70.0,-52.0,-68.0,-48.0,-62.0,-60.0,-72.0,-68.0,-68.0,16
-54.0,-70.0,-50.0,-68.0,-48.0,-62.0,-60.0,-72.0,-68.0,-68.0,16
-52.0,-70.0,-50.0,-68.0,-48.0,-62.0,-60.0,-74.0,-68.0,-68.0,16
-54.0,-70.0,-52.0,-68.0,-48.0,-64.0,-60.0,-74.0,-68.0,-68.0,16
-54.0,-70.0,-52.0,-66.0,-48.0,-62.0,-60.0,-70.0,-68.0,-68.0,16
-54.0,-70.0,-52.0,-68.0,-48.0,-62.0,-60.0,-74.0,-68.0,-68.0,16
-54.0,-70.0,-52.0,-66.0,-50.0,-64.0,-60.0,-74.0,-68.0,-68.0,16
-54.0,-70.0,-50.0,-68.0,-48.0,-62.0,-60.0,-72.0,-68.0,-68.0,16
-54.0,-70.0,-50.0,-66.0,-50.0,-64.0,-58.0,-74.0,-68.0,-68.0,16
-54.0,-70.0,-52.0,-68.0,-50.0,-64.0,-58.0,-72.0,-68.0,-68.0,16
-54.0,-70.0,-50.0,-68.0,-50.0,-64.0,-60.0,-74.0,-68.0,-68.0,16
-54.0,-70.0,-52.0,-66.0,-48.0,-64.0,-60.0,-72.0,-68.0,-66.0,16
-54.0,-70.0,-52.0,-66.0,-50.0,-62.0,-60.0,-72.0,-68.0,-68.0,16
-54.0,-70.0,-50.0,-66.0,-50.0,-62.0,-60.0,-72.0,-68.0,-70.0,16
-54.0,-70.0,-50.0,-68.0,-50.0,-62.0,-60.0,-74.0,-68.0,-68.0,16
-52.0,-70.0,-52.0,-66.0,-50.0,-62.0,-60.0,-72.0,-68.0,-68.0,16
-54.0,-70.0,-50.0,-66.0,-50.0,-62.0,-60.0,-70.0,-68.0,-68.0,16
-52.0,-70.0,-52.0,-68.0,-48.0,-62.0,-60.0,-72.0,-68.0,-66.0,16
-54.0,-70.0,-50.0,-68.0,-50.0,-62.0,-58.0,-72.0,-68.0,-68.0,16
-54.0,-70.0,-52.0,-68.0,-50.0,-64.0,-60.0,-72.0,-68.0,-68.0,16
-54.0,-70.0,-52.0,-68.0,-48.0,-62.0,-60.0,-70.0,-68.0,-68.0,16
-54.0,-70.0,-50.0,-68.0,-48.0,-62.0,-60.0,-72.0,-68.0,-68.0,16
-54.0,-70.0,-50.0,-66.0,-48.0,-62.0,-60.0,-70.0,-68.0,-66.0,16
-60.0,-64.0,-50.0,-68.0,-44.0,-58.0,-62.0,-70.0,-58.0,-64.0,17
-60.0,-66.0,-50.0,-70.0,-44.0,-58.0,-64.0,-72.0,-58.0,-66.0,17
-60.0,-64.0,-50.0,-68.0,-44.0,-60.0,-62.0,-70.0,-58.0,-66.0,17
-60.0,-66.0,-50.0,-70.0,-44.0,-60.0,-62.0,-70.0,-64.0,-64.0,17
-60.0,-64.0,-50.0,-68.0,-44.0,-58.0,-62.0,-70.0,-58.0,-66.0,17
-60.0,-66.0,-50.0,-70.0,-44.0,-60.0,-62.0,-72.0,-58.0,-64.0,17
-60.0,-66.0,-50.0,-70.0,-44.0,-58.0,-62.0,-70.0,-58.0,-66.0,17
-60.0,-66.0,-50.0,-70.0,-44.0,-58.0,-64.0,-70.0,-58.0,-64.0,17
-60.0,-66.0,-50.0,-68.0,-44.0,-58.0,-64.0,-72.0,-58.0,-64.0,17
-60.0,-68.0,-50.0,-68.0,-44.0,-58.0,-64.0,-70.0,-56.0,-66.0,17
-60.0,-66.0,-50.0,-70.0,-44.0,-58.0,-62.0,-72.0,-58.0,-64.0,17
-60.0,-64.0,-50.0,-70.0,-44.0,-58.0,-64.0,-70.0,-58.0,-64.0,17
-60.0,-66.0,-50.0,-70.0,-44.0,-60.0,-62.0,-74.0,-58.0,-66.0,17
-60.0,-64.0,-50.0,-68.0,-44.0,-60.0,-62.0,-72.0,-58.0,-66.0,17
-60.0,-70.0,-50.0,-70.0,-44.0,-58.0,-62.0,-72.0,-58.0,-66.0,17
-60.0,-70.0,-50.0,-70.0,-44.0,-60.0,-64.0,-72.0,-60.0,-66.0,17
-60.0,-66.0,-50.0,-70.0,-44.0,-60.0,-64.0,-70.0,-58.0,-64.0,17
-60.0,-68.0,-50.0,-68.0,-44.0,-58.0,-62.0,-74.0,-58.0,-64.0,17
-60.0,-66.0,-50.0,-68.0,-44.0,-58.0,-64.0,-72.0,-58.0,-66.0,17
-60.0,-68.0,-50.0,-68.0,-44.0,-58.0,-64.0,-74.0,-58.0,-64.0,17
-60.0,-66.0,-50.0,-70.0,-44.0,-58.0,-64.0,-70.0,-56.0,-64.0,17
-60.0,-68.0,-50.0,-70.0,-44.0,-58.0,-62.0,-74.0,-64.0,-64.0,17
-60.0,-66.0,-50.0,-68.0,-44.0,-60.0,-62.0,-72.0,-58.0,-66.0,17
-60.0,-66.0,-50.0,-68.0,-44.0,-58.0,-62.0,-72.0,-56.0,-66.0,17
-60.0,-68.0,-50.0,-68.0,-44.0,-58.0,-64.0,-72.0,-58.0,-64.0,17
-60.0,-66.0,-50.0,-68.0,-44.0,-60.0,-64.0,-70.0,-58.0,-64.0,17
-60.0,-64.0,-50.0,-70.0,-44.0,-58.0,-62.0,-74.0,-64.0,-66.0,17
-60.0,-66.0,-50.0,-68.0,-44.0,-58.0,-62.0,-70.0,-58.0,-66.0,17
-60.0,-68.0,-50.0,-70.0,-44.0,-60.0,-62.0,-72.0,-56.0,-64.0,17
-60.0,-66.0,-50.0,-70.0,-44.0,-60.0,-62.0,-70.0,-60.0,-64.0,17
-60.0,-64.0,-50.0,-68.0,-44.0,-58.0,-64.0,-72.0,-64.0,-66.0,17
-60.0,-66.0,-50.0,-68.0,-44.0,-58.0,-62.0,-72.0,-58.0,-64.0,17
-60.0,-68.0,-50.0,-68.0,-44.0,-58.0,-62.0,-70.0,-58.0,-64.0,17
-60.0,-66.0,-50.0,-70.0,-44.0,-60.0,-64.0,-74.0,-58.0,-64.0,17
-60.0,-64.0,-50.0,-68.0,-44.0,-58.0,-64.0,-70.0,-64.0,-66.0,17
-60.0,-66.0,-50.0,-66.0,-44.0,-58.0,-64.0,-74.0,-58.0,-66.0,17
-60.0,-64.0,-50.0,-70.0,-44.0,-60.0,-62.0,-72.0,-58.0,-64.0,17
-60.0,-66.0,-50.0,-70.0,-44.0,-58.0,-64.0,-72.0,-58.0,-64.0,17
-60.0,-64.0,-50.0,-68.0,-44.0,-60.0,-62.0,-74.0,-58.0,-64.0,17
-60.0,-70.0,-50.0,-68.0,-44.0,-58.0,-62.0,-72.0,-58.0,-66.0,17
-60.0,-70.0,-50.0,-70.0,-44.0,-58.0,-62.0,-74.0,-58.0,-64.0,17
-60.0,-70.0,-50.0,-68.0,-44.0,-60.0,-64.0,-70.0,-62.0,-64.0,17
-60.0,-68.0,-50.0,-70.0,-44.0,-60.0,-64.0,-72.0,-64.0,-66.0,17
-60.0,-64.0,-50.0,-70.0,-44.0,-58.0,-62.0,-72.0,-60.0,-66.0,17
-60.0,-66.0,-50.0,-68.0,-44.0,-58.0,-64.0,-72.0,-58.0,-64.0,17
-60.0,-64.0,-50.0,-70.0,-44.0,-60.0,-64.0,-72.0,-58.0,-64.0,17
-60.0,-66.0,-50.0,-68.0,-44.0,-58.0,-62.0,-74.0,-58.0,-66.0,17
-60.0,-64.0,-50.0,-70.0,-44.0,-58.0,-64.0,-72.0,-58.0,-66.0,17
-60.0,-66.0,-50.0,-68.0,-44.0,-58.0,-62.0,-72.0,-58.0,-64.0,17
-58.0,-70.0,-50.0,-64.0,-46.0,-60.0,-50.0,-72.0,-66.0,-62.0,18
-58.0,-70.0,-48.0,-66.0,-46.0,-62.0,-50.0,-72.0,-66.0,-62.0,18
-56.0,-70.0,-48.0,-64.0,-46.0,-62.0,-50.0,-72.0,-64.0,-64.0,18
-56.0,-70.0,-48.0,-64.0,-48.0,-60.0,-50.0,-74.0,-66.0,-64.0,18
-56.0,-72.0,-50.0,-66.0,-46.0,-62.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-48.0,-64.0,-48.0,-60.0,-50.0,-72.0,-60.0,-64.0,18
-56.0,-70.0,-48.0,-64.0,-46.0,-60.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-48.0,-64.0,-46.0,-62.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-48.0,-64.0,-46.0,-60.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-48.0,-64.0,-46.0,-60.0,-50.0,-72.0,-64.0,-64.0,18
-56.0,-72.0,-48.0,-64.0,-48.0,-62.0,-50.0,-72.0,-60.0,-64.0,18
-58.0,-72.0,-48.0,-64.0,-46.0,-62.0,-50.0,-72.0,-66.0,-64.0,18
-56.0,-72.0,-48.0,-64.0,-48.0,-60.0,-50.0,-72.0,-66.0,-64.0,18
-56.0,-72.0,-48.0,-64.0,-46.0,-62.0,-50.0,-74.0,-66.0,-64.0,18
-58.0,-72.0,-48.0,-64.0,-48.0,-62.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-48.0,-64.0,-46.0,-60.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-48.0,-64.0,-46.0,-62.0,-52.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-50.0,-64.0,-48.0,-62.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-48.0,-64.0,-46.0,-60.0,-50.0,-72.0,-66.0,-64.0,18
-56.0,-72.0,-50.0,-64.0,-46.0,-62.0,-50.0,-72.0,-66.0,-64.0,18
-56.0,-72.0,-50.0,-66.0,-46.0,-62.0,-50.0,-72.0,-66.0,-64.0,18
-56.0,-72.0,-50.0,-64.0,-46.0,-60.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-48.0,-64.0,-46.0,-60.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-50.0,-64.0,-46.0,-62.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-50.0,-64.0,-46.0,-60.0,-50.0,-74.0,-66.0,-64.0,18
-58.0,-72.0,-48.0,-64.0,-46.0,-62.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-50.0,-64.0,-46.0,-62.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-48.0,-64.0,-46.0,-60.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-48.0,-66.0,-46.0,-60.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-70.0,-48.0,-64.0,-46.0,-62.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-50.0,-64.0,-46.0,-62.0,-50.0,-72.0,-66.0,-62.0,18
-58.0,-72.0,-48.0,-64.0,-46.0,-62.0,-50.0,-74.0,-66.0,-64.0,18
-58.0,-72.0,-50.0,-64.0,-46.0,-60.0,-50.0,-72.0,-66.0,-64.0,18
-56.0,-72.0,-50.0,-64.0,-48.0,-62.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-70.0,-50.0,-64.0,-46.0,-60.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-50.0,-64.0,-48.0,-60.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-48.0,-64.0,-46.0,-60.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-48.0,-64.0,-46.0,-62.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-48.0,-64.0,-46.0,-60.0,-50.0,-74.0,-66.0,-64.0,18
-58.0,-72.0,-48.0,-64.0,-48.0,-62.0,-50.0,-74.0,-66.0,-62.0,18
-58.0,-72.0,-50.0,-64.0,-48.0,-60.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-48.0,-64.0,-48.0,-60.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-48.0,-64.0,-48.0,-62.0,-50.0,-72.0,-66.0,-64.0,18
-56.0,-72.0,-50.0,-64.0,-48.0,-62.0,-50.0,-74.0,-66.0,-64.0,18
-58.0,-72.0,-48.0,-64.0,-48.0,-62.0,-52.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-50.0,-64.0,-46.0,-62.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-48.0,-64.0,-48.0,-60.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-50.0,-64.0,-46.0,-62.0,-50.0,-72.0,-66.0,-64.0,18
-58.0,-72.0,-50.0,-64.0,-48.0,-62.0,-50.0,-72.0,-66.0,-64.0,18
-64.0,-72.0,-54.0,-72.0,-34.0,-64.0,-56.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-56.0,-72.0,-34.0,-64.0,-54.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-54.0,-72.0,-36.0,-62.0,-54.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-56.0,-72.0,-34.0,-62.0,-54.0,-62.0,-58.0,-66.0,19
-62.0,-72.0,-54.0,-72.0,-34.0,-62.0,-56.0,-64.0,-58.0,-66.0,19
-62.0,-74.0,-56.0,-72.0,-36.0,-62.0,-56.0,-62.0,-58.0,-66.0,19
-62.0,-72.0,-54.0,-72.0,-36.0,-62.0,-56.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-56.0,-72.0,-34.0,-62.0,-56.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-56.0,-72.0,-34.0,-64.0,-56.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-56.0,-74.0,-34.0,-62.0,-54.0,-62.0,-58.0,-66.0,19
-62.0,-72.0,-54.0,-72.0,-34.0,-62.0,-56.0,-64.0,-60.0,-66.0,19
-64.0,-72.0,-56.0,-74.0,-34.0,-64.0,-54.0,-64.0,-58.0,-66.0,19
-62.0,-74.0,-54.0,-74.0,-36.0,-64.0,-54.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-56.0,-72.0,-34.0,-62.0,-54.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-56.0,-72.0,-36.0,-62.0,-54.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-56.0,-72.0,-34.0,-62.0,-56.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-56.0,-72.0,-34.0,-60.0,-56.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-54.0,-72.0,-34.0,-64.0,-56.0,-66.0,-58.0,-66.0,19
-62.0,-72.0,-54.0,-72.0,-34.0,-64.0,-56.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-54.0,-72.0,-36.0,-62.0,-56.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-54.0,-72.0,-34.0,-62.0,-52.0,-62.0,-58.0,-66.0,19
-62.0,-72.0,-54.0,-72.0,-34.0,-64.0,-56.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-54.0,-74.0,-36.0,-60.0,-54.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-54.0,-72.0,-36.0,-62.0,-54.0,-66.0,-58.0,-66.0,19
-62.0,-72.0,-54.0,-74.0,-36.0,-62.0,-54.0,-64.0,-58.0,-66.0,19
-62.0,-74.0,-56.0,-74.0,-36.0,-62.0,-56.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-54.0,-72.0,-34.0,-62.0,-56.0,-62.0,-58.0,-66.0,19
-62.0,-72.0,-54.0,-74.0,-34.0,-60.0,-56.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-56.0,-72.0,-34.0,-62.0,-56.0,-62.0,-58.0,-66.0,19
-62.0,-72.0,-54.0,-74.0,-34.0,-62.0,-54.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-54.0,-74.0,-36.0,-62.0,-56.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-54.0,-74.0,-36.0,-62.0,-56.0,-64.0,-58.0,-66.0,19
-62.0,-74.0,-56.0,-72.0,-34.0,-64.0,-56.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-56.0,-72.0,-34.0,-60.0,-56.0,-64.0,-56.0,-66.0,19
-62.0,-72.0,-54.0,-72.0,-34.0,-64.0,-56.0,-66.0,-58.0,-66.0,19
-62.0,-72.0,-56.0,-72.0,-36.0,-62.0,-54.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-54.0,-72.0,-34.0,-60.0,-56.0,-62.0,-58.0,-66.0,19
-62.0,-72.0,-54.0,-72.0,-36.0,-62.0,-56.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-56.0,-72.0,-36.0,-62.0,-56.0,-62.0,-56.0,-66.0,19
-62.0,-72.0,-54.0,-72.0,-36.0,-60.0,-56.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-54.0,-72.0,-36.0,-64.0,-56.0,-64.0,-58.0,-66.0,19
-64.0,-72.0,-54.0,-72.0,-36.0,-64.0,-54.0,-64.0,-56.0,-66.0,19
-62.0,-72.0,-56.0,-72.0,-36.0,-62.0,-56.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-54.0,-74.0,-36.0,-62.0,-56.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-54.0,-72.0,-34.0,-62.0,-56.0,-64.0,-58.0,-66.0,19
-62.0,-74.0,-54.0,-72.0,-36.0,-62.0,-54.0,-64.0,-60.0,-66.0,19
-64.0,-72.0,-56.0,-74.0,-36.0,-64.0,-56.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-56.0,-72.0,-36.0,-60.0,-56.0,-64.0,-58.0,-66.0,19
-62.0,-72.0,-56.0,-72.0,-34.0,-62.0,-56.0,-64.0,-58.0,-66.0,19
-60.0,-76.0,-58.0,-74.0,-38.0,-62.0,-46.0,-62.0,-56.0,-58.0,20
-60.0,-74.0,-58.0,-74.0,-38.0,-62.0,-46.0,-62.0,-58.0,-58.0,20
-62.0,-76.0,-56.0,-74.0,-36.0,-62.0,-46.0,-64.0,-56.0,-58.0,20
-62.0,-76.0,-58.0,-74.0,-38.0,-62.0,-46.0,-62.0,-58.0,-58.0,20
-62.0,-74.0,-58.0,-74.0,-36.0,-64.0,-46.0,-62.0,-56.0,-58.0,20
-62.0,-74.0,-56.0,-72.0,-38.0,-62.0,-46.0,-64.0,-56.0,-58.0,20
-60.0,-76.0,-58.0,-74.0,-38.0,-62.0,-46.0,-64.0,-58.0,-58.0,20
-62.0,-74.0,-58.0,-74.0,-36.0,-62.0,-46.0,-62.0,-58.0,-58.0,20
-62.0,-74.0,-58.0,-74.0,-38.0,-64.0,-46.0,-64.0,-56.0,-56.0,20
-62.0,-74.0,-56.0,-74.0,-36.0,-64.0,-46.0,-62.0,-58.0,-58.0,20
-62.0,-76.0,-58.0,-72.0,-38.0,-64.0,-46.0,-62.0,-56.0,-58.0,20
-62.0,-76.0,-58.0,-74.0,-36.0,-62.0,-46.0,-62.0,-56.0,-58.0,20
-64.0,-74.0,-58.0,-72.0,-36.0,-64.0,-46.0,-62.0,-58.0,-58.0,20
-62.0,-76.0,-58.0,-74.0,-38.0,-62.0,-46.0,-64.0,-58.0,-58.0,20
-60.0,-76.0,-56.0,-70.0,-36.0,-64.0,-46.0,-62.0,-58.0,-58.0,20
-62.0,-74.0,-58.0,-74.0,-38.0,-64.0,-46.0,-64.0,-56.0,-56.0,20
-64.0,-74.0,-58.0,-72.0,-36.0,-64.0,-46.0,-64.0,-56.0,-58.0,20
-62.0,-76.0,-56.0,-74.0,-38.0,-62.0,-46.0,-62.0,-56.0,-58.0,20
-62.0,-76.0,-58.0,-72.0,-36.0,-64.0,-46.0,-62.0,-58.0,-58.0,20
-62.0,-76.0,-58.0,-74.0,-36.0,-62.0,-46.0,-64.0,-56.0,-58.0,20
-64.0,-76.0,-56.0,-72.0,-36.0,-64.0,-46.0,-64.0,-56.0,-58.0,20
-62.0,-76.0,-58.0,-74.0,-38.0,-62.0,-46.0,-62.0,-56.0,-58.0,20
-62.0,-76.0,-58.0,-74.0,-38.0,-64.0,-46.0,-64.0,-56.0,-58.0,20
-62.0,-74.0,-58.0,-70.0,-36.0,-64.0,-46.0,-64.0,-58.0,-58.0,20
-62.0,-74.0,-58.0,-72.0,-38.0,-62.0,-46.0,-62.0,-58.0,-58.0,20
-60.0,-76.0,-58.0,-74.0,-38.0,-62.0,-46.0,-64.0,-58.0,-58.0,20
-62.0,-76.0,-56.0,-74.0,-38.0,-62.0,-46.0,-62.0,-56.0,-58.0,20
-62.0,-74.0,-56.0,-74.0,-38.0,-64.0,-46.0,-62.0,-58.0,-58.0,20
-62.0,-76.0,-58.0,-74.0,-38.0,-64.0,-46.0,-62.0,-58.0,-58.0,20
-62.0,-76.0,-58.0,-72.0,-38.0,-64.0,-46.0,-62.0,-58.0,-58.0,20
-62.0,-74.0,-56.0,-72.0,-36.0,-62.0,-46.0,-64.0,-56.0,-58.0,20
-62.0,-76.0,-58.0,-74.0,-38.0,-62.0,-46.0,-62.0,-56.0,-58.0,20
-62.0,-76.0,-58.0,-74.0,-38.0,-64.0,-46.0,-62.0,-58.0,-58.0,20
-60.0,-76.0,-58.0,-72.0,-38.0,-62.0,-46.0,-64.0,-56.0,-58.0,20
-62.0,-74.0,-56.0,-74.0,-36.0,-62.0,-46.0,-64.0,-56.0,-58.0,20
-62.0,-76.0,-58.0,-72.0,-38.0,-62.0,-46.0,-64.0,-58.0,-58.0,20
-62.0,-76.0,-58.0,-70.0,-36.0,-62.0,-46.0,-64.0,-58.0,-56.0,20
-62.0,-76.0,-58.0,-70.0,-38.0,-64.0,-46.0,-62.0,-58.0,-58.0,20
-64.0,-74.0,-58.0,-74.0,-38.0,-64.0,-46.0,-64.0,-56.0,-58.0,20
-62.0,-76.0,-56.0,-72.0,-38.0,-62.0,-46.0,-64.0,-58.0,-58.0,20
-60.0,-76.0,-56.0,-74.0,-36.0,-64.0,-46.0,-64.0,-58.0,-58.0,20
-62.0,-74.0,-58.0,-74.0,-36.0,-64.0,-46.0,-62.0,-58.0,-58.0,20
-62.0,-74.0,-58.0,-74.0,-38.0,-62.0,-46.0,-64.0,-58.0,-58.0,20
-62.0,-76.0,-58.0,-72.0,-36.0,-62.0,-46.0,-62.0,-56.0,-58.0,20
-64.0,-76.0,-56.0,-74.0,-38.0,-64.0,-46.0,-62.0,-58.0,-58.0,20
-62.0,-74.0,-58.0,-74.0,-36.0,-62.0,-46.0,-64.0,-58.0,-58.0,20
-62.0,-74.0,-58.0,-74.0,-38.0,-62.0,-46.0,-62.0,-56.0,-58.0,20
-62.0,-76.0,-58.0,-74.0,-36.0,-64.0,-46.0,-62.0,-58.0,-58.0,20
-62.0,-76.0,-58.0,-74.0,-38.0,-62.0,-46.0,-64.0,-58.0,-58.0,20
-68.0,-76.0,-64.0,-76.0,-52.0,-64.0,-36.0,-54.0,-50.0,-50.0,21
-66.0,-76.0,-62.0,-76.0,-50.0,-66.0,-36.0,-54.0,-50.0,-50.0,21
-66.0,-78.0,-62.0,-76.0,-50.0,-66.0,-36.0,-54.0,-50.0,-50.0,21
-66.0,-76.0,-62.0,-76.0,-50.0,-66.0,-36.0,-54.0,-48.0,-52.0,21
-68.0,-76.0,-64.0,-76.0,-50.0,-66.0,-36.0,-54.0,-50.0,-52.0,21
-68.0,-78.0,-64.0,-78.0,-52.0,-66.0,-36.0,-54.0,-50.0,-52.0,21
-66.0,-78.0,-62.0,-76.0,-50.0,-66.0,-36.0,-54.0,-50.0,-50.0,21
-66.0,-76.0,-64.0,-76.0,-50.0,-66.0,-34.0,-54.0,-50.0,-50.0,21
-68.0,-76.0,-64.0,-76.0,-50.0,-66.0,-34.0,-54.0,-50.0,-50.0,21
-68.0,-78.0,-62.0,-76.0,-50.0,-66.0,-34.0,-54.0,-50.0,-52.0,21
-66.0,-76.0,-64.0,-76.0,-50.0,-66.0,-36.0,-54.0,-50.0,-52.0,21
-66.0,-76.0,-64.0,-76.0,-50.0,-66.0,-34.0,-54.0,-50.0,-52.0,21
-68.0,-78.0,-64.0,-76.0,-50.0,-66.0,-36.0,-54.0,-50.0,-50.0,21
-66.0,-76.0,-62.0,-76.0,-50.0,-66.0,-34.0,-54.0,-50.0,-50.0,21
-66.0,-76.0,-62.0,-76.0,-50.0,-66.0,-36.0,-54.0,-50.0,-50.0,21
-66.0,-78.0,-62.0,-76.0,-48.0,-66.0,-34.0,-54.0,-50.0,-50.0,21
