Hora,DiaSemana,busID,Orientacion,ProximaParada,Ruta
4,4,6752,0,MTA_401044,MTANYCT_M7
21,4,2720,1,MTA_403984,MTANYCT_X14
23,4,9674,1,MTA_504358,MTANYCT_Q55
9,4,3983,1,MTA_904153,MTANYCT_Q54
14,4,5216,1,MTA_401348,MTANYCT_M20
17,4,7054,0,MTA_905002,MTANYCT_S46
17,4,3687,1,MTA_550464,MTABC_Q21
14,4,9444,1,MTA_305618,MTANYCT_B57
23,4,5182,1,MTA_307373,MTANYCT_B46
20,4,5547,0,MTA_402512,MTANYCT_M101
15,4,6338,0,MTA_301982,MTANYCT_B60
11,4,4383,1,MTA_100198,MTANYCT_BX3
10,4,6143,1,MTA_501077,MTANYCT_Q28
12,4,6770,0,MTA_401934,MTANYCT_M106
23,4,316,1,MTA_102314,MTANYCT_BX35
3,5,3905,0,MTA_401529,MTANYCT_M8
10,4,6391,0,MTA_403847,MTANYCT_M5
14,4,4336,1,MTA_101194,MTANYCT_BX34
4,4,5769,0,MTA_802147,MTANYCT_BX12
9,4,6268,0,MTA_200249,MTANYCT_S46
0,5,273,0,MTA_103919,MTANYCT_BX15
5,4,4547,1,MTA_303871,MTANYCT_B48
11,4,643,1,MTA_550989,MTABC_Q34
17,4,334,0,MTA_306838,MTANYCT_B35
19,4,6694,0,MTA_401051,MTANYCT_M7
0,5,4696,0,MTA_500473,MTANYCT_Q84
11,4,7764,0,MTA_902042,MTANYCT_BX17
19,4,371,0,MTA_306421,MTANYCT_B69
17,4,1206,1,MTA_100849,MTANYCT_BX12+
9,4,6700,0,MTA_401052,MTANYCT_M7
17,4,8028,1,MTA_503914,MTANYCT_Q43
4,4,4673,0,MTA_503073,MTANYCT_Q85
14,4,5292,1,MTA_403896,MTANYCT_M14D
17,4,9673,1,MTA_504373,MTANYCT_Q55
11,4,4415,1,MTA_101752,MTANYCT_BX38
2,5,6786,0,MTA_401934,MTANYCT_M96
10,4,3360,1,MTA_550070,MTABC_QM15
4,4,6505,1,MTA_801134,MTANYCT_B54
19,4,9235,0,MTA_304533,MTANYCT_Q56
20,4,9689,1,MTA_307383,MTANYCT_B31
12,4,5906,0,MTA_904079,MTANYCT_Q44
4,4,5963,0,MTA_403682,MTANYCT_BX19
7,4,5620,0,MTA_401712,MTANYCT_M15
19,4,6547,1,MTA_504318,MTANYCT_Q54
11,4,7081,1,MTA_200586,MTANYCT_S66
21,4,3553,0,MTA_550462,MTABC_Q52
16,4,294,0,MTA_103018,MTANYCT_BX11
21,4,647,0,MTA_550451,MTABC_Q53
20,4,2815,1,MTA_401851,MTANYCT_X31
13,4,7707,1,MTA_101061,MTANYCT_BX21
12,4,5571,0,MTA_101389,MTANYCT_BX2
13,4,9294,0,MTA_504981,MTANYCT_Q30
12,4,4103,1,MTA_306533,MTANYCT_B38
1,5,4433,0,MTA_201613,MTANYCT_S74
10,4,5332,0,MTA_307127,MTANYCT_B44+
13,4,366,0,MTA_305895,MTANYCT_B70
23,4,6088,0,MTA_402539,MTANYCT_BX7
13,4,5710,1,MTA_100117,MTANYCT_BX2
19,4,6409,1,MTA_401977,MTANYCT_M116
13,4,9428,1,MTA_504535,MTANYCT_Q54
12,4,4345,1,MTA_103400,MTANYCT_BX10
17,4,360,1,MTA_305670,MTANYCT_B69
2,5,6023,1,MTA_150139,MTABC_BX23
12,4,5571,0,MTA_100021,MTANYCT_BX2
20,4,3941,1,MTA_403259,MTANYCT_M42
17,4,3172,1,MTA_550433,MTABC_QM15
18,4,4582,0,MTA_901001,MTANYCT_B2
23,4,4123,0,MTA_200408,MTANYCT_S59
20,4,4660,0,MTA_500551,MTANYCT_Q5
19,4,3837,1,MTA_403793,MTANYCT_M1
12,4,4799,0,MTA_104068,MTANYCT_BX4A
13,4,6604,1,MTA_302423,MTANYCT_B25
10,4,4624,1,MTA_307089,MTANYCT_B46
17,4,316,0,MTA_102276,MTANYCT_BX35
21,4,5854,1,MTA_903078,MTANYCT_M34A+
20,4,5059,1,MTA_300876,MTANYCT_B49
20,4,4147,0,MTA_551231,MTABC_Q37
9,4,4060,1,MTA_100053,MTANYCT_BX28
17,4,335,0,MTA_306108,MTANYCT_B61
13,4,6835,1,MTA_503434,MTANYCT_Q56
14,4,5561,0,MTA_401716,MTANYCT_M15
13,4,6559,1,MTA_303096,MTANYCT_B38
21,4,6576,1,MTA_301088,MTANYCT_B15
15,4,7761,0,MTA_102401,MTANYCT_BX36
22,4,9205,0,MTA_503073,MTANYCT_Q85
11,4,5550,0,MTA_402670,MTANYCT_M102
21,4,5639,0,MTA_401701,MTANYCT_M15
14,4,7089,1,MTA_202187,MTANYCT_S76
11,4,5585,0,MTA_100608,MTANYCT_BX9
0,5,5323,0,MTA_802060,MTANYCT_BX4
23,4,435,0,MTA_801139,MTANYCT_B35
10,4,5518,0,MTA_503997,MTABC_Q10
20,4,4914,0,MTA_500638,MTANYCT_Q85
17,4,1279,0,MTA_903102,MTANYCT_M15+
11,4,393,0,MTA_308419,MTANYCT_B63
13,4,5881,0,MTA_400067,MTANYCT_M102
13,4,6442,0,MTA_501664,MTANYCT_Q27
0,5,4234,1,MTA_307919,MTANYCT_B46
20,4,6900,0,MTA_501540,MTANYCT_Q26
22,4,5280,0,MTA_404834,MTANYCT_M23
13,4,4542,0,MTA_307904,MTANYCT_B48
5,4,9521,0,MTA_306159,MTANYCT_B47
12,4,3225,1,MTA_403831,MTABC_QM11
21,4,4647,0,MTA_553134,MTABC_Q08
13,4,356,1,MTA_305109,MTANYCT_B63
19,4,7639,0,MTA_102373,MTANYCT_BX36
13,4,305,1,MTA_400892,MTANYCT_BX6
18,4,3138,0,MTA_303314,MTABC_BM2
18,4,5623,0,MTA_403777,MTANYCT_M103
14,4,6202,1,MTA_501085,MTANYCT_Q13
17,4,4827,0,MTA_300434,MTANYCT_B82
17,4,5869,1,MTA_403417,MTANYCT_M101
12,4,5355,1,MTA_303513,MTANYCT_B44+
17,4,7595,1,MTA_308334,MTANYCT_B63
18,4,6463,0,MTA_500023,MTANYCT_Q1
12,4,5190,0,MTA_901086,MTANYCT_B46
16,4,3407,1,MTA_450451,MTABC_BXM9
23,4,6499,1,MTA_505218,MTANYCT_B54
12,4,9098,0,MTA_503865,MTABC_Q23
14,4,3545,1,MTA_552348,MTABC_Q111
10,4,4000,1,MTA_201256,MTANYCT_S44
21,4,4470,0,MTA_500031,MTANYCT_Q1
21,4,4378,1,MTA_100177,MTANYCT_BX3
12,4,481,0,MTA_302713,MTANYCT_B35
15,4,5349,1,MTA_302832,MTANYCT_B44+
12,4,8085,1,MTA_503172,MTANYCT_Q42
16,4,6389,1,MTA_803162,MTANYCT_M3
1,5,4816,1,MTA_308276,MTANYCT_Q24
17,4,3518,0,MTA_552440,MTABC_Q113
22,4,7658,1,MTA_101460,MTANYCT_BX21
21,4,9537,1,MTA_305182,MTANYCT_B62
23,4,668,0,MTA_301178,MTANYCT_B11
4,4,9478,0,MTA_308076,MTANYCT_B48
15,4,5831,1,MTA_402644,MTANYCT_M101
5,4,7676,0,MTA_104045,MTANYCT_BX11
20,4,303,1,MTA_101047,MTANYCT_BX15
22,4,4347,1,MTA_402641,MTANYCT_M100
21,4,3067,1,MTA_100101,MTABC_BXM4
10,4,6595,1,MTA_307004,MTANYCT_B17
14,4,5141,0,MTA_303235,MTANYCT_B41
12,4,9073,1,MTA_500505,MTANYCT_Q84
23,4,3738,0,MTA_401764,MTABC_Q101
20,4,3096,0,MTA_984006,MTABC_BXM1
0,5,4074,1,MTA_100054,MTANYCT_BX28
23,4,3701,1,MTA_553245,MTABC_Q52
13,4,6028,1,MTA_200582,MTANYCT_S66
16,4,256,1,MTA_305760,MTANYCT_B68
21,4,9642,0,MTA_904912,MTANYCT_Q27
11,4,402,0,MTA_303256,MTANYCT_B67
10,4,280,0,MTA_103168,MTANYCT_BX8
21,4,3347,0,MTA_450057,MTABC_BM1
3,5,5643,0,MTA_401698,MTANYCT_M15
23,4,3984,0,MTA_307916,MTANYCT_Q54
11,4,7785,0,MTA_102054,MTANYCT_BX31
12,4,4113,0,MTA_307460,MTANYCT_B52
11,4,3670,1,MTA_552373,MTABC_Q111
11,4,7715,1,MTA_802065,MTANYCT_BX31
9,4,9575,0,MTA_300718,MTANYCT_B7
10,4,2897,0,MTA_203615,MTANYCT_X12
1,5,9545,1,MTA_504526,MTANYCT_B62
16,4,4200,0,MTA_502551,MTANYCT_Q48
15,4,5934,1,MTA_103392,MTANYCT_Q44
1,5,4753,1,MTA_803018,MTANYCT_M100
10,4,9686,1,MTA_300163,MTANYCT_B2
15,4,4854,0,MTA_302073,MTANYCT_Q24
12,4,8833,1,MTA_303569,MTANYCT_B45
19,4,3694,1,MTA_551691,MTABC_Q60
13,4,4765,0,MTA_103330,MTANYCT_BX39
15,4,423,1,MTA_302782,MTANYCT_B35
23,4,4871,1,MTA_300614,MTANYCT_B6
12,4,3451,1,MTA_101727,MTABC_BXM7
0,5,4242,0,MTA_303613,MTANYCT_B46
17,4,3569,0,MTA_503853,MTABC_Q47
16,4,6022,0,MTA_150038,MTABC_BX23
17,4,5089,0,MTA_308003,MTANYCT_B6
1,5,3883,0,MTA_402334,MTANYCT_M31
3,5,5747,1,MTA_100256,MTANYCT_BX4
0,5,376,0,MTA_300794,MTANYCT_B8
17,4,6631,0,MTA_400622,MTANYCT_M5
22,4,4146,1,MTA_550083,MTABC_Q10
14,4,417,1,MTA_308212,MTANYCT_B63
16,4,5361,1,MTA_303495,MTANYCT_B44+
19,4,416,1,MTA_300911,MTANYCT_B8
14,4,405,1,MTA_308067,MTANYCT_B43
10,4,4401,0,MTA_100657,MTANYCT_BX10
9,4,2445,0,MTA_201052,MTANYCT_X2
16,4,6649,0,MTA_401275,MTANYCT_M10
14,4,6185,0,MTA_402517,MTANYCT_M100
16,4,389,0,MTA_306887,MTANYCT_B61
15,4,6574,1,MTA_301778,MTANYCT_B17
11,4,7707,1,MTA_101473,MTANYCT_BX21
14,4,254,0,MTA_301613,MTANYCT_B16
14,4,3471,1,MTA_401840,MTABC_QM5
0,5,4679,1,MTA_500009,MTANYCT_Q3
14,4,6492,0,MTA_302945,MTANYCT_B52
10,4,2786,0,MTA_203701,MTANYCT_X1
18,4,5555,1,MTA_402769,MTANYCT_M101
21,4,4074,1,MTA_101925,MTANYCT_BX28
0,5,4509,0,MTA_551119,MTABC_Q33
21,4,7061,1,MTA_200627,MTANYCT_S66
16,4,206,1,MTA_551796,MTABC_Q65
11,4,9546,1,MTA_301504,MTANYCT_B13
4,4,7804,0,MTA_902062,MTANYCT_BX6
12,4,4627,0,MTA_303417,MTANYCT_B44
12,4,5925,0,MTA_999999,MTANYCT_Q44
16,4,5014,0,MTA_803059,MTANYCT_M116
20,4,4095,1,MTA_103800,MTANYCT_BX16
3,5,5682,1,MTA_100610,MTANYCT_BX9
13,4,5685,0,MTA_104222,MTANYCT_BX15
23,4,530,1,MTA_550703,MTABC_Q53
19,4,6269,1,MTA_200055,MTANYCT_S90
18,4,3853,1,MTA_400836,MTANYCT_M5
20,4,549,1,MTA_551031,MTABC_Q25
11,4,5329,1,MTA_308057,MTANYCT_B44+
23,4,4753,0,MTA_402508,MTANYCT_M100
20,4,5090,1,MTA_901004,MTANYCT_B6
23,4,2228,1,MTA_203765,MTANYCT_X10B
20,4,441,1,MTA_300868,MTANYCT_B8
16,4,5748,0,MTA_802009,MTANYCT_BX39
17,4,5739,1,MTA_100239,MTANYCT_BX4
13,4,6856,0,MTA_500861,MTANYCT_Q12
20,4,4882,1,MTA_308045,MTANYCT_B1
16,4,456,NULL,NULL,NULL
13,4,4823,0,MTA_307305,MTANYCT_B12
12,4,3371,1,MTA_450446,MTABC_BXM9
23,4,4318,1,MTA_905063,MTANYCT_X17J
14,4,5912,0,MTA_502172,MTANYCT_Q44
11,4,3229,1,MTA_401840,MTABC_BM5
17,4,2487,1,MTA_405277,MTANYCT_X28
0,5,9219,0,MTA_553049,MTABC_Q102
23,4,5086,0,MTA_300002,MTANYCT_B1
15,4,4874,1,MTA_300100,MTANYCT_B1
20,4,4123,0,MTA_200400,MTANYCT_S59
13,4,4489,0,MTA_553059,MTABC_Q47
21,4,3914,0,MTA_403670,MTANYCT_M98
20,4,511,1,MTA_307361,MTABC_B100
20,4,6778,1,MTA_401964,MTANYCT_M96
12,4,424,1,MTA_300890,MTANYCT_B8
14,4,3517,1,MTA_552439,MTABC_Q113
2,5,1220,1,MTA_402611,MTANYCT_BX12+
15,4,3812,1,MTA_401366,MTANYCT_M20
14,4,5341,0,MTA_303411,MTANYCT_B44+
1,5,4646,0,MTA_550183,MTABC_Q08
9,4,4814,1,MTA_901017,MTANYCT_B15
23,4,434,0,MTA_307893,MTANYCT_B61
12,4,5877,1,MTA_402805,MTANYCT_M103
2,5,535,0,MTA_551870,MTABC_Q66
10,4,548,1,MTA_551894,MTABC_Q66
20,4,5779,0,MTA_102750,MTANYCT_BX41+
1,5,6271,0,MTA_202842,MTANYCT_S61
13,4,3659,1,MTA_550034,MTABC_Q06
20,4,4098,1,MTA_402623,MTANYCT_BX7
20,4,4953,0,MTA_303624,MTANYCT_B46
19,4,9321,0,MTA_551992,MTABC_Q72
13,4,6625,1,MTA_306533,MTANYCT_B52
12,4,2298,0,MTA_400070,MTANYCT_X19
16,4,4205,0,MTA_501731,MTANYCT_Q28
13,4,6559,1,MTA_303092,MTANYCT_B38
20,4,4476,1,MTA_501608,MTANYCT_Q27
14,4,4534,0,MTA_303151,MTANYCT_B47
15,4,5584,1,MTA_402644,MTANYCT_M100
9,4,6797,1,MTA_801026,MTANYCT_B45
18,4,6809,1,MTA_300474,MTANYCT_B82
11,4,3848,1,MTA_400649,MTANYCT_M4
1,5,4663,1,MTA_500429,MTANYCT_Q84
16,4,524,0,MTA_551260,MTABC_Q38
17,4,3853,0,MTA_400602,MTANYCT_M5
10,4,4693,0,MTA_501470,MTANYCT_Q30
13,4,5077,1,MTA_300421,MTANYCT_B6
18,4,4346,0,MTA_802149,MTANYCT_BX13
21,4,1252,1,MTA_401768,MTANYCT_M15+
22,4,3805,0,MTA_803104,MTANYCT_M9
9,4,7622,1,MTA_102431,MTANYCT_BX36
18,4,6790,0,MTA_504184,MTANYCT_Q24
2,5,5638,1,MTA_404105,MTANYCT_M15
1,5,5536,1,MTA_550328,MTABC_Q10
11,4,4116,0,MTA_550231,MTABC_Q09
9,4,4195,1,MTA_502580,MTANYCT_Q48
16,4,3384,1,MTA_403419,MTABC_BXM1
22,4,9649,1,MTA_300662,MTANYCT_B6
0,5,9240,0,MTA_308365,MTANYCT_B82
22,4,8013,1,MTA_503167,MTANYCT_Q83
2,5,650,0,MTA_553163,MTABC_Q25
21,4,4494,1,MTA_551388,MTABC_Q39
10,4,4011,1,MTA_202618,MTANYCT_S59
1,5,3696,1,MTA_550316,MTABC_Q10
11,4,3570,1,MTA_552956,MTABC_Q69
1,5,5839,1,MTA_402816,MTANYCT_M103
10,4,4215,0,MTA_504557,MTANYCT_Q20A
15,4,3272,0,MTA_450435,MTABC_BXM10
20,4,3096,0,MTA_100466,MTABC_BXM1
13,4,5276,1,MTA_403893,MTANYCT_M14A
19,4,2922,0,MTA_400070,MTANYCT_X17
20,4,5937,1,MTA_101353,MTANYCT_BX19
14,4,7692,0,MTA_100645,MTANYCT_BX36
12,4,4569,0,MTA_307907,MTANYCT_B57
18,4,4207,0,MTA_501110,MTANYCT_Q15A
20,4,8077,1,MTA_500416,MTANYCT_Q4
19,4,6273,0,MTA_200843,MTANYCT_S44
19,4,4825,1,MTA_303561,MTANYCT_B45
9,4,9401,1,MTA_307098,MTANYCT_B6
21,4,3463,0,MTA_450434,MTABC_BXM9
11,4,3017,1,MTA_552824,MTABC_QM6
20,4,4550,1,MTA_403679,MTANYCT_B39
15,4,4180,1,MTA_501085,MTANYCT_Q13
23,4,4385,0,MTA_100464,MTANYCT_BX7
2,5,4010,1,MTA_201366,MTANYCT_S57
11,4,581,0,MTA_350159,MTABC_B100
18,4,5014,1,MTA_400482,MTANYCT_M116
4,4,4929,0,MTA_503970,MTANYCT_Q5
15,4,3082,1,MTA_100100,MTABC_BXM4
20,4,2102,1,MTA_502406,MTABC_QM5
8,4,5984,0,MTA_403117,MTANYCT_M60+
22,4,6463,0,MTA_501664,MTANYCT_Q27
10,4,3423,1,MTA_450451,MTABC_BXM7
22,4,9621,0,MTA_504545,MTANYCT_Q46
13,4,3899,0,MTA_903215,MTANYCT_M35
13,4,4015,1,MTA_202715,MTANYCT_S61
22,4,5753,1,MTA_103362,MTANYCT_BX22
16,4,6664,1,MTA_401334,MTANYCT_M10
15,4,6734,1,MTA_401210,MTANYCT_M9
18,4,403,1,MTA_307643,MTANYCT_B16
16,4,4999,1,MTA_302167,MTANYCT_Q24
21,4,299,0,MTA_403673,MTANYCT_BX15
0,5,5176,0,MTA_303950,MTANYCT_B49
11,4,3150,1,MTA_405220,MTABC_BM3
16,4,6661,0,MTA_401035,MTANYCT_M7
15,4,470,1,MTA_305308,MTANYCT_B43
10,4,5755,1,MTA_104117,MTANYCT_BX42
13,4,5174,1,MTA_303702,MTANYCT_B46
8,4,4481,1,MTA_501625,MTANYCT_Q27
12,4,438,0,MTA_306021,MTANYCT_B61
3,5,4505,1,MTA_551407,MTABC_Q39
10,4,3701,0,MTA_550390,MTABC_Q11
12,4,6631,0,MTA_803160,MTANYCT_M5
20,4,5275,0,MTA_401598,MTANYCT_M14D
10,4,7735,0,MTA_103666,MTANYCT_BX31
3,5,6485,0,MTA_501942,MTANYCT_Q36
13,4,570,0,MTA_350019,MTABC_B100
17,4,273,1,MTA_101070,MTANYCT_BX15
20,4,443,1,MTA_300388,MTANYCT_B4
1,5,5935,0,MTA_802002,MTANYCT_Q44
14,4,5556,1,MTA_550336,MTABC_Q10
20,4,6028,1,MTA_203512,MTANYCT_S53
13,4,1269,1,MTA_401738,MTANYCT_M15+
5,4,5677,1,MTA_550324,MTABC_Q10
13,4,1252,1,MTA_401756,MTANYCT_M15+
11,4,4629,0,MTA_303608,MTANYCT_B46
13,4,481,1,MTA_302766,MTANYCT_B35
0,5,4223,1,MTA_307646,MTANYCT_B41
21,4,4275,0,MTA_201003,MTANYCT_S79+
11,4,4157,1,MTA_550038,MTABC_Q06
22,4,4912,1,MTA_503195,MTANYCT_Q17
21,4,5986,1,MTA_405234,MTANYCT_M60+
22,4,5695,1,MTA_100112,MTANYCT_BX2
13,4,3032,1,MTA_450005,MTABC_QM2
11,4,468,1,MTA_300904,MTANYCT_B8
18,4,5945,1,MTA_101066,MTANYCT_BX15
19,4,4528,1,MTA_307305,MTANYCT_B20
21,4,4546,0,MTA_303019,MTANYCT_B38
10,4,3002,1,MTA_501470,MTABC_QM5
16,4,8899,1,MTA_503953,MTANYCT_Q24
16,4,5893,1,MTA_402643,MTANYCT_M101
18,4,2250,1,MTA_404888,MTABC_BM2
5,4,4097,1,MTA_102965,MTANYCT_BX7
11,4,9437,1,MTA_305171,MTANYCT_B62
12,4,2840,0,MTA_404280,MTANYCT_X22
19,4,9678,1,MTA_304716,MTANYCT_B57
9,4,5885,0,MTA_803024,MTANYCT_M102
20,4,5597,0,MTA_401192,MTANYCT_M14D
11,4,6383,1,MTA_400640,MTANYCT_M4
20,4,7619,1,MTA_101794,MTANYCT_BX27
23,4,6674,0,MTA_400406,MTANYCT_M3
22,4,8843,1,MTA_306304,MTANYCT_B17
14,4,6898,1,MTA_804052,MTANYCT_Q76
1,5,6849,0,MTA_500857,MTANYCT_Q12
23,4,3879,1,MTA_400099,MTANYCT_M1
13,4,203,0,MTA_551729,MTABC_Q65
12,4,4106,0,MTA_804059,MTANYCT_Q58
21,4,2719,1,MTA_203765,MTANYCT_X10B
16,4,3838,1,MTA_803162,MTANYCT_M1
16,4,5212,0,MTA_405237,MTANYCT_M72
23,4,6880,0,MTA_501234,MTANYCT_Q16
20,4,4566,1,MTA_504402,MTANYCT_Q59
11,4,8076,1,MTA_500578,MTANYCT_Q5
13,4,6215,0,MTA_100071,MTANYCT_BX10
2,5,7726,0,MTA_902080,MTANYCT_BX6
18,4,6328,0,MTA_200856,MTANYCT_S44
15,4,258,0,MTA_307938,MTANYCT_B68
18,4,6060,0,MTA_500087,MTANYCT_Q31
3,5,3675,0,MTA_551485,MTABC_Q21
11,4,5983,1,MTA_503850,MTANYCT_M60+
16,4,5148,0,MTA_303943,MTANYCT_B49
23,4,422,1,MTA_305407,MTANYCT_B63
17,4,5062,0,MTA_403494,MTANYCT_M66
21,4,9689,0,MTA_302598,MTANYCT_B31
21,4,8080,1,MTA_502794,MTANYCT_Q77
17,4,3095,0,MTA_150119,MTABC_BXM3
20,4,467,0,MTA_305216,MTANYCT_B63
11,4,4555,1,MTA_307615,MTANYCT_B60
14,4,4720,0,MTA_802057,MTANYCT_BX41
20,4,9466,0,MTA_307860,MTANYCT_Q59
13,4,593,0,MTA_553183,MTABC_Q38
16,4,5980,0,MTA_403292,MTANYCT_M60+
19,4,6567,0,MTA_300698,MTANYCT_B7
18,4,5066,0,MTA_400027,MTANYCT_M66
13,4,4370,1,MTA_400811,MTANYCT_M100
18,4,3194,0,MTA_551832,MTABC_QM4
0,5,8082,0,MTA_505227,MTANYCT_Q17
19,4,4855,1,MTA_901022,MTANYCT_B6
2,5,7072,1,MTA_905105,MTANYCT_S53
10,4,3704,1,MTA_550442,MTABC_Q52
10,4,7042,0,MTA_307203,MTANYCT_S53
12,4,5264,1,MTA_401627,MTANYCT_M14D
2,5,9646,0,MTA_300522,MTANYCT_B6
11,4,4456,1,MTA_501632,MTANYCT_Q27
0,5,5194,0,MTA_307668,MTANYCT_B46
23,4,7753,0,MTA_102364,MTANYCT_BX36
16,4,3842,0,MTA_404994,MTANYCT_M1
11,4,397,1,MTA_303774,MTANYCT_B43
13,4,3977,1,MTA_303096,MTANYCT_B38
22,4,4415,1,MTA_101167,MTANYCT_BX16
20,4,7795,1,MTA_100629,MTANYCT_BX32
13,4,4816,1,MTA_301088,MTANYCT_B15
12,4,4823,1,MTA_901471,MTANYCT_B12
15,4,4933,1,MTA_302167,MTANYCT_Q24
11,4,363,1,MTA_801020,MTANYCT_B70
10,4,6867,0,MTA_500879,MTANYCT_Q12
19,4,5312,0,MTA_404165,MTANYCT_BX12+
17,4,4834,0,MTA_302372,MTANYCT_B25
15,4,4551,0,MTA_303149,MTANYCT_B47
12,4,5146,0,MTA_303254,MTANYCT_B41
21,4,4836,0,MTA_303294,MTANYCT_B45
17,4,3755,1,MTA_550035,MTABC_Q06
2,5,4206,0,MTA_501026,MTANYCT_Q31
11,4,5923,0,MTA_503618,MTANYCT_Q44
9,4,4434,1,MTA_202255,MTANYCT_S74
19,4,3842,0,MTA_400029,MTANYCT_M1
21,4,200,1,MTA_501377,MTABC_Q25
21,4,5791,0,MTA_102499,MTANYCT_BX40
15,4,586,0,MTA_302695,MTABC_B103
16,4,4344,1,MTA_103916,MTANYCT_BX10
20,4,6007,0,MTA_103915,MTANYCT_BX10
19,4,6812,0,MTA_901019,MTANYCT_B17
2,5,7065,0,MTA_200267,MTANYCT_S46
15,4,5549,1,MTA_404171,MTANYCT_M101
17,4,4389,0,MTA_100738,MTANYCT_BX13
1,5,4336,0,MTA_103105,MTANYCT_BX34
9,4,9474,0,MTA_303817,MTANYCT_B48
9,4,407,1,MTA_308074,MTANYCT_B16
19,4,9435,0,MTA_304943,MTANYCT_B32
10,4,6088,0,MTA_400798,MTANYCT_BX7
15,4,4132,0,MTA_550160,MTABC_Q08
18,4,9198,0,MTA_504467,MTANYCT_Q5
21,4,8074,0,MTA_500169,MTANYCT_Q3
14,4,9584,1,MTA_503537,MTANYCT_Q58
23,4,5917,0,MTA_103996,MTANYCT_Q44
16,4,5527,0,MTA_404927,MTANYCT_M23
17,4,589,0,MTA_306901,MTABC_B103
19,4,5825,1,MTA_404255,MTANYCT_M103
12,4,5237,1,MTA_803056,MTANYCT_M72
10,4,6468,1,MTA_500057,MTANYCT_Q1
1,5,4014,1,MTA_203831,MTANYCT_S44
14,4,1251,0,MTA_401712,MTANYCT_M15+
23,4,6611,1,MTA_901274,MTANYCT_B14
23,4,4055,1,MTA_203197,MTANYCT_S91
16,4,6573,1,MTA_306362,MTANYCT_Q56
15,4,5547,0,MTA_403427,MTANYCT_M101
12,4,7731,0,MTA_100370,MTANYCT_BX6
18,4,3718,0,MTA_550892,MTABC_Q23
11,4,635,0,MTA_551743,MTABC_Q65
13,4,5826,0,MTA_402749,MTANYCT_M101
17,4,3724,1,MTA_551973,MTABC_Q67
13,4,5170,1,MTA_500433,MTANYCT_Q5
10,4,200,1,MTA_551738,MTABC_Q65
18,4,6496,1,MTA_503502,MTANYCT_Q58
13,4,6616,0,MTA_307815,MTANYCT_B65
9,4,5907,1,MTA_502271,MTANYCT_Q44
14,4,9371,1,MTA_500080,MTANYCT_Q43
23,4,5304,1,MTA_401183,MTANYCT_M14D
17,4,4277,0,MTA_901225,MTANYCT_S79+
22,4,4760,0,MTA_102942,MTANYCT_BX39
20,4,1212,1,MTA_404170,MTANYCT_BX12+
14,4,6526,1,MTA_503501,MTANYCT_Q58
0,5,6238,1,MTA_202548,MTANYCT_S61
16,4,1002,1,MTA_403425,MTANYCT_M101
18,4,3629,1,MTA_552323,MTABC_Q111
19,4,6651,1,MTA_400334,MTANYCT_M1
19,4,9471,1,MTA_305071,MTANYCT_B60
13,4,9692,0,MTA_303254,MTANYCT_B41
1,5,4006,1,MTA_200447,MTANYCT_S94
10,4,4139,1,MTA_202622,MTANYCT_S59
11,4,1273,1,MTA_401741,MTANYCT_M15+
19,4,4693,0,MTA_501324,MTANYCT_Q17
1,5,4695,1,MTA_500081,MTANYCT_Q17
4,4,9677,0,MTA_303813,MTANYCT_B62
17,4,4539,1,MTA_304712,MTANYCT_B57
12,4,7655,1,MTA_102437,MTANYCT_BX36
13,4,521,1,MTA_350102,MTABC_B103
16,4,539,1,MTA_550989,MTABC_Q34
20,4,4353,1,MTA_100472,MTANYCT_BX10
20,4,4664,1,MTA_500009,MTANYCT_Q3
10,4,4372,0,MTA_400414,MTANYCT_M100
11,4,4848,0,MTA_307263,MTANYCT_B25
14,4,2476,0,MTA_404879,MTANYCT_X27
15,4,6782,1,MTA_401331,MTANYCT_M96
23,4,445,1,MTA_305752,MTANYCT_B68
11,4,3680,1,MTA_551823,MTABC_Q64
12,4,3877,0,MTA_403539,MTANYCT_M4
12,4,374,0,MTA_308187,MTANYCT_B43
19,4,5780,0,MTA_103136,MTANYCT_BX41+
4,4,341,0,MTA_302710,MTANYCT_B35
22,4,3677,0,MTA_550030,MTABC_Q08
10,4,5772,1,MTA_102811,MTANYCT_BX41+
12,4,5954,1,MTA_103917,MTANYCT_BX19
16,4,3577,0,MTA_552017,MTABC_Q33
12,4,5141,0,MTA_303242,MTANYCT_B41
22,4,4379,0,MTA_100464,MTANYCT_BX10
12,4,8947,1,MTA_308202,MTANYCT_B82
15,4,4529,1,MTA_503531,MTANYCT_Q58
12,4,5316,0,MTA_101489,MTANYCT_BX22
21,4,3951,0,MTA_404107,MTANYCT_M5
9,4,9564,1,MTA_500323,MTANYCT_Q83
19,4,7027,1,MTA_202600,MTANYCT_S46
13,4,405,0,MTA_305155,MTANYCT_B43
2,5,4544,1,MTA_504133,MTANYCT_B13
0,5,3135,0,MTA_450015,MTABC_QM5
14,4,3696,1,MTA_550034,MTABC_Q06
17,4,334,0,MTA_307993,MTANYCT_B35
1,5,5564,1,MTA_102995,MTANYCT_BX1
14,4,4497,0,MTA_553007,MTABC_Q39
10,4,3860,0,MTA_400609,MTANYCT_M4
9,4,559,0,MTA_553213,MTABC_Q53
16,4,9200,1,MTA_500488,MTANYCT_Q84
2,5,8051,1,MTA_503073,MTANYCT_Q77
