deadCars,flux,queue,time,class,density,totalCars
1846,18.75,88,2257,0.53,35.68,314
1847,16.14,87,2258,0.45,35.8,315
1848,16.14,89,2259,0.45,35.68,314
1851,16.48,88,2260,0.46,35.45,312
1851,17.95,88,2261,0.5,35.68,314
1852,19.55,87,2262,0.55,35.68,314
1853,19.43,87,2263,0.54,35.68,314
1855,18.98,88,2264,0.53,35.57,313
1857,20.68,90,2265,0.59,35.34,311
1858,22.39,90,2266,0.63,35.34,311
1862,23.41,91,2267,0.67,34.89,307
1863,23.41,89,2268,0.67,35,308
1863,26.82,87,2269,0.76,35.23,310
1863,24.66,86,2270,0.7,35.34,311
1863,24.89,88,2271,0.7,35.34,311
1863,25.91,88,2272,0.73,35.34,311
1863,25.68,89,2273,0.73,35.34,311
1863,23.75,89,2274,0.67,35.57,313
1863,23.41,89,2275,0.66,35.57,313
1863,21.48,87,2276,0.6,35.8,315
1863,21.7,89,2277,0.61,35.8,315
1863,20.45,89,2278,0.57,36.02,317
1866,18.41,89,2279,0.51,35.8,315
1867,17.27,88,2280,0.48,35.8,315
1869,17.61,88,2281,0.49,35.68,314
1869,17.73,88,2282,0.49,35.91,316
1873,18.52,90,2283,0.52,35.45,312
1875,19.32,91,2284,0.55,35.34,311
1877,19.2,90,2285,0.55,35.23,310
1879,21.02,92,2286,0.6,35,308
1881,22.16,92,2287,0.64,34.89,307
1881,24.32,90,2288,0.69,35.11,309
1881,25.45,91,2289,0.72,35.11,309
1881,25.45,92,2290,0.72,35.23,310
1881,23.98,90,2291,0.68,35.45,312
1881,23.64,92,2292,0.67,35.45,312
1881,25.45,92,2293,0.72,35.57,313
1881,23.75,94,2294,0.67,35.57,313
1881,23.41,92,2295,0.65,35.8,315
1881,22.95,93,2296,0.64,35.8,315
1881,20.8,93,2297,0.58,35.91,316
1881,19.43,94,2298,0.54,36.02,317
1883,18.3,94,2299,0.51,35.91,316
1883,18.18,96,2300,0.51,35.91,316
1884,18.64,96,2301,0.52,36.02,317
1886,18.3,98,2302,0.51,35.8,315
1888,20.23,98,2303,0.57,35.8,315
1891,19.77,100,2304,0.56,35.45,312
1894,20,100,2305,0.57,35.23,310
1896,19.43,100,2306,0.56,35,308
1897,19.32,102,2307,0.55,34.89,307
1899,19.77,104,2308,0.57,34.66,305
1900,22.05,102,2309,0.63,34.89,307
1900,22.84,103,2310,0.65,34.89,307
1900,23.64,102,2311,0.68,35,308
1900,23.64,102,2312,0.67,35.11,309
1900,23.98,103,2313,0.68,35.23,310
1900,23.3,104,2314,0.66,35.34,311
1900,20.91,104,2315,0.59,35.34,311
1900,19.43,105,2316,0.55,35.34,311
1900,20.68,104,2317,0.58,35.45,312
1900,17.61,104,2318,0.5,35.45,312
1900,17.05,103,2319,0.48,35.68,314
1901,17.95,104,2320,0.5,35.68,314
1903,18.3,103,2321,0.51,35.68,314
1905,17.84,103,2322,0.5,35.68,314
1905,19.66,104,2323,0.55,35.68,314
1907,21.48,103,2324,0.6,35.57,313
1908,22.5,103,2325,0.63,35.68,314
1911,22.39,103,2326,0.63,35.45,312
1912,24.32,103,2327,0.69,35.45,312
1914,25.91,101,2328,0.73,35.57,313
1915,23.86,102,2329,0.67,35.57,313
1915,25.11,102,2330,0.71,35.57,313
1915,24.2,101,2331,0.68,35.68,314
1915,23.3,101,2332,0.65,35.68,314
1915,24.66,101,2333,0.69,35.68,314
1915,22.39,101,2334,0.62,35.91,316
1915,22.27,103,2335,0.62,35.91,316
1915,20,102,2336,0.56,36.02,317
1915,17.95,103,2337,0.5,36.14,318
1916,17.27,104,2338,0.48,36.02,317
1916,19.66,104,2339,0.55,36.02,317
1919,18.64,106,2340,0.52,35.68,314
1922,17.95,106,2341,0.51,35.45,312
1923,18.52,106,2342,0.52,35.34,311
1923,20.23,106,2343,0.57,35.57,313
1926,20.8,105,2344,0.59,35.34,311
1928,22.5,107,2345,0.64,35.11,309
1930,22.73,108,2346,0.65,34.89,307
1932,21.48,108,2347,0.62,34.89,307
1933,23.07,108,2348,0.66,34.77,306
1933,26.02,109,2349,0.75,34.77,306
1933,26.14,111,2350,0.75,34.77,306
1933,26.02,112,2351,0.75,34.89,307
1933,24.89,113,2352,0.71,35,308
1933,24.43,114,2353,0.7,35,308
1933,22.95,113,2354,0.65,35.11,309
1933,23.41,112,2355,0.66,35.23,310
1933,20.91,111,2356,0.59,35.34,311
1933,19.32,111,2357,0.54,35.57,313
1933,18.18,112,2358,0.51,35.68,314
1935,17.5,114,2359,0.49,35.45,312
1937,17.39,116,2360,0.49,35.23,310
1938,18.64,115,2361,0.53,35.23,310
1940,18.75,115,2362,0.53,35.11,309
1941,19.09,116,2363,0.55,35,308
1943,20.91,116,2364,0.6,35,308
1946,20.11,117,2365,0.58,34.77,306
1947,21.14,118,2366,0.61,34.66,305
1950,21.59,117,2367,0.63,34.43,303
1950,22.61,115,2368,0.65,34.66,305
1951,23.75,116,2369,0.69,34.55,304
1951,23.75,117,2370,0.69,34.66,305
1951,25.11,118,2371,0.72,34.66,305
1951,22.27,117,2372,0.64,34.89,307
1951,22.5,118,2373,0.64,35,308
1951,22.16,119,2374,0.63,35,308
1951,20,120,2375,0.57,35,308
1951,19.55,120,2376,0.56,35,308
1951,17.05,120,2377,0.49,35,308
1951,16.48,119,2378,0.47,35.34,311
1951,16.02,119,2379,0.45,35.45,312
1954,16.02,119,2380,0.46,35.11,309
1954,16.48,120,2381,0.47,35.23,310
1956,15.8,121,2382,0.45,35,308
1958,17.05,120,2383,0.49,35,308
1958,18.07,121,2384,0.52,35,308
1960,19.43,122,2385,0.56,34.89,307
1961,19.09,121,2386,0.55,34.89,307
1961,22.73,120,2387,0.65,35,308
1962,23.52,120,2388,0.67,35,308
1963,24.43,121,2389,0.7,34.89,307
1963,22.73,121,2390,0.65,34.89,307
1963,22.84,118,2391,0.65,35.23,310
1963,23.41,117,2392,0.66,35.34,311
1963,23.18,116,2393,0.65,35.45,312
1963,20.23,118,2394,0.57,35.45,312
1963,19.77,118,2395,0.56,35.45,312
1963,17.73,120,2396,0.5,35.45,312
1963,16.59,119,2397,0.47,35.57,313
1963,16.59,119,2398,0.47,35.57,313
1964,16.93,120,2399,0.48,35.45,312
